PageRank of Graph 5: (Sorted by the PageRank value)
	Page ID96:	0.0478032739584721
	Page ID44:	0.0376972477184363
	Page ID24:	0.0342643825749156
	Page ID94:	0.0314831193813834
	Page ID21:	0.0291182739329257
	Page ID22:	0.0284860397195680
	Page ID204:	0.0278316528973696
	Page ID43:	0.0260719471922496
	Page ID386:	0.0257101084664709
	Page ID327:	0.0255921833494770
	Page ID277:	0.0251234370354161
	Page ID152:	0.0225651882426751
	Page ID61:	0.0206217914795767
	Page ID122:	0.0204061466652953
	Page ID331:	0.0170717962776247
	Page ID273:	0.0157265885284103
	Page ID104:	0.0155350814761093
	Page ID439:	0.0121984928484088
	Page ID35:	0.0118486926685576
	Page ID92:	0.0107005552926848
	Page ID212:	0.00973810528003318
	Page ID167:	0.00956739414159215
	Page ID325:	0.00953086833903623
	Page ID185:	0.00934507940061977
	Page ID70:	0.00910329417588708
	Page ID282:	0.00898142852091603
	Page ID348:	0.00857805838511176
	Page ID109:	0.00847105996252940
	Page ID321:	0.00820946544859804
	Page ID148:	0.00717643027945454
	Page ID369:	0.00574063769463903
	Page ID287:	0.00500031789914466
	Page ID40:	0.00500031789914466
	Page ID134:	0.00498103615900897
	Page ID249:	0.00442542859237220
	Page ID363:	0.00411516313399975
	Page ID454:	0.00407836138393774
	Page ID457:	0.00359032499998190
	Page ID413:	0.00347757851947148
	Page ID381:	0.00335858589028663
	Page ID265:	0.00333475953901541
	Page ID300:	0.00271088390122577
	Page ID130:	0.00270252032113353
	Page ID433:	0.00253886581057006
	Page ID372:	0.00246765590222804
	Page ID301:	0.00237806038761042
	Page ID326:	0.00237270901080720
	Page ID264:	0.00235032633087748
	Page ID141:	0.00227311538576185
	Page ID216:	0.00219304773868353
	Page ID422:	0.00219179016944676
	Page ID137:	0.00219179016944676
	Page ID189:	0.00204437606977686
	Page ID435:	0.00200452195181180
	Page ID411:	0.00200452195181180
	Page ID279:	0.00200452195181180
	Page ID171:	0.00199485434400333
	Page ID202:	0.00195309206465858
	Page ID291:	0.00180779272894168
	Page ID440:	0.00163831177328593
	Page ID416:	0.00163831177328593
	Page ID274:	0.00163831177328593
	Page ID251:	0.00163831177328593
	Page ID142:	0.00163831177328593
	Page ID444:	0.00163332162659584
	Page ID436:	0.00163332162659584
	Page ID307:	0.00162329805956937
	Page ID404:	0.00158480676950284
	Page ID350:	0.00157946650346210
	Page ID166:	0.00157946650346210
	Page ID116:	0.00157946650346210
	Page ID114:	0.00157946650346210
	Page ID105:	0.00157591665357385
	Page ID136:	0.00156509334583848
	Page ID259:	0.00155631743390007
	Page ID63:	0.00155631743390007
	Page ID468:	0.00153937114574685
